Movie,Year,Genres,Certification/Rating,IMDb ID,Writer,Director,Actors,Plot,Country,IMDb Rating,Runtime
Sharey Chuattar,1953,"Comedy, Romance",N/A,tt0046304,Bijon Bhattacharya,Nirmal Dey,"Deben Bandopadhyay, Bhanu Bannerjee, Gurudas Bannerjee",The owner of Annapurna boarding house faces trouble for letting a girl stay at the boys hostel.,India,8.2,98 min
The Red Balloon,1956,"Short, Comedy, Drama",Not Rated,tt0048980,Albert Lamorisse,Albert Lamorisse,"Pascal Lamorisse, Sabine Lamorisse, Georges Sellier",A red balloon with a mind of its own follows a little boy around the streets of Paris.,France,8.1,34 min
Moby Dick,1956,"Adventure, Drama",Not Rated,tt0049513,Ray Bradbury,John Huston,"Gregory Peck, Richard Basehart, Leo Genn","The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",United Kingdom,7.3,116 min
12 Angry Men,1957,"Crime, Drama",Approved,tt0050083,Reginald Rose,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,United States,9,96 min
The Guns of Navarone,1961,"Action, Adventure, Drama",Not Rated,tt0054953,Alistair MacLean,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn","A team of Allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.","United Kingdom, United States",7.5,158 min
Dr. No,1962,"Action, Adventure, Thriller",PG,tt0055928,Richard Maibaum,Terence Young,"Sean Connery, Ursula Andress, Bernard Lee",A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,"United Kingdom, United States",7.2,110 min
From Russia with Love,1963,"Action, Adventure, Thriller",PG,tt0057076,Richard Maibaum,Terence Young,"Sean Connery, Robert Shaw, Lotte Lenya",James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.,"United Kingdom, United States",7.3,115 min
Goldfinger,1964,"Action, Adventure, Thriller",PG,tt0058150,Richard Maibaum,Guy Hamilton,"Sean Connery, Gert Fröbe, Honor Blackman","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","United Kingdom, United States",7.7,110 min
The Sound of Music,1965,"Biography, Drama, Family",G,tt0059742,Georg Hurdalek,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker",A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,United States,8.1,172 min
Thunderball,1965,"Action, Adventure, Thriller",PG,tt0059800,Richard Maibaum,Terence Young,"Sean Connery, Claudine Auger, Adolfo Celi",James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,"United Kingdom, United States",6.9,130 min
Nayak: The Hero,1966,Drama,Not Rated,tt0060742,Satyajit Ray,Satyajit Ray,"Uttam Kumar, Sharmila Tagore, Bireswar Sen","En route to Delhi to receive an award, a Bengali film star reevaluates his success through his fellow passengers, dreams, and past experiences.",India,8.3,117 min
You Only Live Twice,1967,"Action, Adventure, Thriller",PG,tt0062512,Harold Jack Bloom,Lewis Gilbert,"Sean Connery, Akiko Wakabayashi, Mie Hama","James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.","United Kingdom, United States",6.8,117 min
2001: A Space Odyssey,1968,"Adventure, Sci-Fi",G,tt0062622,Stanley Kubrick,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins: a spacecraft manned by two men and the supercomputer HAL 9000.","United Kingdom, United States",8.3,149 min
Goopy Gyne Bagha Byne,1969,"Adventure, Comedy, Family",N/A,tt0063023,Satyajit Ray,Satyajit Ray,"Tapan Chatterjee, Rabi Ghosh, Ajoy Banerjee","Goopy wants to sing, and Bagha wants to play the dhol. They meet accidentally and are helped by King of Ghosts. With newly endowed abilities, they land in kingdom of Shundi, where their adventure begins.",India,8.7,132 min
On Her Majesty's Secret Service,1969,"Action, Adventure, Thriller",PG,tt0064757,Simon Raven,Peter R. Hunt,"George Lazenby, Diana Rigg, Telly Savalas",James Bond woos a mob boss' daughter and goes undercover to uncover the true reason for Ernst Stavro Blofeld's allergy research in the Swiss Alps involving beautiful women from around the world.,"United Kingdom, United States",6.7,142 min
Pratidwandi,1970,Drama,N/A,tt0066237,Sunil Gangopadhyay,Satyajit Ray,"Dhritiman Chatterjee, Asgar Ali, Arabinda Banerjee","A young college graduate is struggling to find a job. He lives in a flat with his younger, employed sister, revolutionary brother and widowed mother. The strain of the situation ultimately causes him to hallucinate.",India,8.1,110 min
Diamonds Are Forever,1971,"Action, Adventure, Thriller",GP,tt0066995,Richard Maibaum,Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray","A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.","United Kingdom, United States",6.5,120 min
Seemabaddha,1971,Drama,N/A,tt0067729,Mani Shankar Mukherjee,Satyajit Ray,"Sharmila Tagore, Barun Chanda, Paromita Chowdhury",Chatterji is an ambitious and self-made young man who becomes the director of the company he works for.,India,7.8,110 min
Live and Let Die,1973,"Action, Adventure, Thriller",PG,tt0070328,Tom Mankiewicz,Guy Hamilton,"Roger Moore, Yaphet Kotto, Jane Seymour",James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,"United Kingdom, United States",6.7,121 min
Immoral Tales,1973,"Drama, Romance",Not Rated,tt0071359,Walerian Borowczyk,Walerian Borowczyk,"Lise Danvers, Fabrice Luchini, Charlotte Alexandra","An erotic collection of short stories, an anthology comprised of tantalizing tales about sexual desire and its diverse manifestations.",France,5.6,103 min
The Man with the Golden Gun,1974,"Action, Adventure, Thriller",PG,tt0071807,Richard Maibaum,Guy Hamilton,"Roger Moore, Christopher Lee, Britt Ekland","James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.","United Kingdom, United States",6.7,125 min
Sonar Kella,1974,"Adventure, Family, Mystery",Not Rated,tt0072190,Hridayesh Pandey,Satyajit Ray,"Soumitra Chatterjee, Santanu Bagchi, Ajoy Banerjee","A young boy becomes a target for crooks, after he claims to remember his past life and mentions precious jewels in a golden fortress.",India,8.4,136 min
"Private Vices, Public Virtues",1976,"Drama, History",N/A,tt0073869,Miklós Jancsó,Miklós Jancsó,"Lajos Balázsovits, Pamela Villoresi, Franco Branciaroli","The setting is a Central European kingdom, near the turn of the century. Bored by his very proper wife, the youthful heir to the throne spends his time in amorous dalliances at a sprawling country estate. His wife departs at the a...","Italy, Yugoslavia",5.7,104 min
The Spy Who Loved Me,1977,"Action, Adventure, Thriller",PG,tt0076752,Christopher Wood,Lewis Gilbert,"Roger Moore, Barbara Bach, Curd Jürgens","James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.","United Kingdom, United States",7,125 min
Joi Baba Felunath: The Elephant God,1979,"Adventure, Crime, Family",N/A,tt0077775,Satyajit Ray,Satyajit Ray,"Soumitra Chatterjee, Utpal Dutt, Santosh Dutta","This is the second film about the detective Feluda (Soumitra Chatterjee) set in the holy city of Benares, where he (along with his cousin, Topshe and friend, Lalmohan Ganguly) goes for a holiday. But the theft of a priceless deity...",India,7.9,112 min
Junoon,1979,Drama,N/A,tt0077783,Shyam Benegal,Shyam Benegal,"Shashi Kapoor, Nafisa Ali, Shabana Azmi","Set during the 1857 War of Independence, an obsessed Indian Nawab desires to wed a young Anglo-Indian woman, but the girl's obstinate mother stands between them.",India,7.6,141 min
Escape from Alcatraz,1979,"Action, Biography, Crime",PG,tt0079116,J. Campbell Bruce,Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",United States,7.6,112 min
Moonraker,1979,"Action, Adventure, Sci-Fi",PG,tt0079574,Christopher Wood,Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale","James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.","United Kingdom, France, United States",6.2,126 min
For Your Eyes Only,1981,"Action, Adventure, Thriller",PG,tt0082398,Richard Maibaum,John Glen,"Roger Moore, Carole Bouquet, Topol","James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.","United Kingdom, United States",6.7,127 min
Raiders of the Lost Ark,1981,"Action, Adventure",PG,tt0082971,Lawrence Kasdan,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",United States,8.4,115 min
Never Say Never Again,1983,"Action, Adventure, Thriller",PG,tt0086006,Kevin McClory,Irvin Kershner,"Sean Connery, Kim Basinger, Klaus Maria Brandauer","A S.P.E.C.T.R.E. agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.","United Kingdom, United States",6.1,134 min
Octopussy,1983,"Action, Adventure, Thriller",PG,tt0086034,George MacDonald Fraser,John Glen,"Roger Moore, Maud Adams, Louis Jourdan","A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.",United Kingdom,6.5,131 min
WarGames,1983,"Action, Drama, Sci-Fi",PG,tt0086567,Lawrence Lasker,John Badham,"Matthew Broderick, Ally Sheedy, John Wood","A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III.",United States,7.1,114 min
Indiana Jones and the Temple of Doom,1984,"Action, Adventure",PG,tt0087469,Willard Huyck,Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan","In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.",United States,7.5,118 min
A View to a Kill,1985,"Action, Adventure, Thriller",PG,tt0090264,Richard Maibaum,John Glen,"Roger Moore, Christopher Walken, Tanya Roberts",The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,"United Kingdom, United States",6.3,131 min
The Corruption,1986,"Drama, Romance",N/A,tt0090763,Salvatore Samperi,Salvatore Samperi,"Florence Guérin, Trine Michelsen, Cyrus Elias","A beautiful wife, neglected by her husband, her sensual maid, who holds the reigns. La Bonne is an affair , an exploration, of desire, of force, and control..","Italy, France",5.5,82 min
The Living Daylights,1987,"Action, Adventure, Thriller",PG,tt0093428,Richard Maibaum,John Glen,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé",James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications.,United Kingdom,6.7,130 min
The Hunt for Red October,1990,"Action, Adventure, Thriller",PG,tt0099810,Tom Clancy,John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn","In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?",United States,7.5,135 min
Baraka,1992,Documentary,Not Rated,tt0103767,Ron Fricke,Ron Fricke,Patrick Disanto,A collection of expertly photographed scenes of human life and religion.,United States,8.5,96 min
A Heart in Winter,1992,"Drama, Music, Romance",N/A,tt0105682,Claude Sautet,Claude Sautet,"Daniel Auteuil, Emmanuelle Béart, André Dussollier","Stéphane is an emotionally distant but professionally dedicated violin restorer whose cold heart is tested when his employer's new girlfriend, a beautiful violinist, falls for him.",France,7.6,105 min
The Lion King,1994,"Animation, Adventure, Drama",G,tt0110357,Irene Mecchi,"Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",United States,8.5,88 min
Wild Reeds,1994,Drama,Not Rated,tt0111019,Olivier Massart,André Téchiné,"Élodie Bouchez, Gaël Morel, Stéphane Rideau",The fates of two partners are divided.,France,7.3,110 min
When Night Is Falling,1995,"Drama, Romance",Unrated,tt0114916,Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",Canada,6.5,94 min
Border,1997,"Action, Drama, History",Not Rated,tt0118751,J.P. Dutta,J.P. Dutta,"Sunny Deol, Suniel Shetty, Akshaye Khanna","In 1971, along the border region of Longewala, a small battalion of Indian soldiers goes up against a large Pakistani strike force.",India,7.9,176 min
Contact,1997,"Drama, Mystery, Sci-Fi",PG,tt0118884,James V. Hart,Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt","Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",United States,7.5,150 min
Chhadmabeshi,1971,Comedy,N/A,tt0150101,Mahendra Chakraborty,Agradoot,"Uttam Kumar, Madhavi Mukherjee, Ajoy Banerjee",A professor plays a practical joke upon his brother-in-law by posing as his family driver.,India,8.1,122 min
Spirit: Stallion of the Cimarron,2002,"Animation, Adventure, Drama",G,tt0166813,John Fusco,"Kelly Asbury, Lorna Cook","Matt Damon, James Cromwell, Daniel Studi",A captured mustang remains determined to return to his herd no matter what.,"United States, Canada",7.2,83 min
Mission to Mars,2000,"Adventure, Sci-Fi, Thriller",PG,tt0183523,Lowell Cannon,Brian De Palma,"Tim Robbins, Gary Sinise, Don Cheadle","When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.","France, Canada, United States",5.7,114 min
The Man-Eater,1999,"Comedy, Drama",N/A,tt0195656,Aurelio Grimaldi,Aurelio Grimaldi,"Loredana Cannata, Arturo Paglia, Pascal Persiano",Young woman looking for a self-expression in a variety of sexual relationships.,Italy,4.3,80 min
Sarfarosh,1999,"Action, Crime, Drama",Not Rated,tt0200087,Hriday Lani,John Mathew Matthan,"Naseeruddin Shah, Aamir Khan, Sonali Bendre","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",India,8.1,174 min
Remember the Titans,2000,"Biography, Drama, Sport",PG,tt0210945,Gregory Allen Howard,Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,United States,7.8,113 min
Basanta Bilap,1973,Comedy,Not Rated,tt0215549,Shekhar Chatterjee,Dinen Gupta,"Soumitra Chatterjee, Aparna Sen, Rabi Ghosh",This film mainly consist of clashes between four boys and some girls of the hostel namely 'Basanta Bilap'. Both the parties uses hilarious tricks upon one another but evidently the three boys of the group falls in love with three ...,India,7.9,117 min
Hey Ram,2000,"Crime, Drama, History",Not Rated,tt0222012,H. Banerjee,Kamal Haasan,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji",Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.,India,7.9,186 min
Chaowa-Pawa,1959,Romance,U,tt0237089,Nripendrakrishna Chatterjee,"Tarun Majumdar, Dilip Mukherjee, Sachin Mukherjee","Suchitra Sen, Uttam Kumar, Sudhir Basu","Rajat, a young man, meets Manju, a rich girl whose father is looking for her. Though Rajat initially slyly tells her father her whereabouts, he lands up falling in love with her.",India,7.8,145 min
Dadar Kirti,1980,"Comedy, Drama",N/A,tt0237132,Saradindu Bandopadhyay,Tarun Majumdar,"Tapas Pal, Ayan Banerjee, Mahua Roy Chowdhury","Advocate Nivaran Chatterjee lives a wealthy lifestyle in a small town along with his wife, and three sons. His first son is married, while his second son, Kedarnath, who suffered a head injury, is a little senile, and his third so...",India,7.9,154 min
Hera Pheri,2000,"Action, Comedy, Crime",Not Rated,tt0242519,Siddique,Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal","Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",India,8.1,156 min
Dhanyee Meye,1971,"Comedy, Sport",N/A,tt0243855,Pulak Banerjee,Arabinda Mukhopadhyay,"Uttam Kumar, Savitri Chatterjee, Partho Mukerjee","The pride and honour of two clubs are at stake on a coveted shield final. As the characters associated with them search for glory with football, what ensues can only be described as a laugh riot.",India,7.6,137 min
A Noite das Taras II,1982,Comedy,N/A,tt0261111,Ody Fraga,"Ody Fraga, Cláudio Portioli","Vanessa Alves, Simone Barreto, Sônia Bezerra","(1) ""Solo de Violino"" (""Violin Solo"") In São Paulo, the bank clerk Rodrigo is an aspirant violinist with deep psychological problems. He is also a serial-killer of prostitutes and lives with his unpleasant and dominating mother Dé...",Brazil,5.6,82 min
Pornô!,1981,Drama,N/A,tt0261189,Ody Fraga,"David Cardoso, Luiz Castellini, John Doo","David Cardoso, Patrícia Scalvi, Matilde Mastrangi",Three erotic tales: The first episode tells the story of two lesbian high school girls; Bia (Maristela Moreno) and Maria (Patrícia Scalvi). The first one tries to convince the second to come out the closet every way she can. The s...,Brazil,5.2,83 min
Black Angel,2002,"Drama, Romance, Thriller",Unrated,tt0267261,Camillo Boito,Tinto Brass,"Anna Galiena, Gabriel Garko, Franco Branciaroli","Trapped in an unhappy marriage, the wife of a high ranking Fascist official starts a dangerous, self-destructive relationship with a duplicitous S.S. Officer.",Italy,5,128 min
Secret Things,2002,"Comedy, Drama, Fantasy",Unrated,tt0287963,Jean-Claude Brisseau,Jean-Claude Brisseau,"Coralie Revel, Sabrina Seyvecou, Roger Miremont","Two young women find themselves struggling to survive in Paris, street-wise Nathalie, a stripper, and naïve Sandrine, a barmaid. Together, they discover that sex can be used to their advantage, and pleasure. Both find positions in...",France,6,115 min
16-Dec,2002,"Action, Thriller",Not Rated,tt0313844,Mani Shankar,Mani Shankar,"Milind Soman, Danny Denzongpa, Gulshan Grover",Indian intelligence agents race against time to stop a renegade Pakistani terrorist from detonating a nuclear weapon in Delhi.,India,6.9,158 min
Wazir,2016,"Action, Crime, Drama",Not Rated,tt0315642,Vidhu Vinod Chopra,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari",A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,India,7.1,103 min
Cars,2006,"Animation, Adventure, Comedy",G,tt0317219,John Lasseter,"John Lasseter, Joe Ranft","Owen Wilson, Bonnie Hunt, Paul Newman","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.",United States,7.2,117 min
Lakshya,2004,"Action, Drama, Romance",Not Rated,tt0323013,Javed Akhtar,Farhan Akhtar,"Hrithik Roshan, Preity G Zinta, Amitabh Bachchan","An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",India,7.8,186 min
Levottomat 3 - kun mik��n ei riit�,2004,"Drama, Romance",N/A,tt0342689,Lara Moon,Minna Virtanen,"Mi Grönlund, Nicke Lignell, Jasper Pääkkönen","Jonna, successful ad executive with husband Niklas and two small children, leads a double life. She is constantly on the lookout for quick casual sex. When she meets Aleksi, things start going awry in her personal and professional...",Finland,2.9,99 min
Hitler: The Rise of Evil,2003,"Biography, Drama, History",TV-14,tt0346293,N/A,N/A,"Peter Stormare, Friedrich von Thun, Peter O'Toole","A unique slant, profiling the life of Adolf Hitler as a child and his rise through the ranks of the National Socialist German Workers' Party prior to World War II.","Canada, United States",7.2,2 min
Titli,2002,Drama,N/A,tt0356129,Rituparno Ghosh,Rituparno Ghosh,"Aparna Sen, Mithun Chakraborty, Dipankar Dey",A young girl's crush on a movie star has a chance of blossoming into love when the pair meet...but fate has a twist in store.,India,7.8,146 min
Garfield,2004,"Animation, Adventure, Comedy",PG,tt0356634,Jim Davis,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky","Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",United States,5,80 min
Choker Bali: A Passion Play,2003,Drama,N/A,tt0366304,Rituparno Ghosh,Rituparno Ghosh,"Aishwarya Rai Bachchan, Prasenjit Chatterjee, Raima Sen","Binodini is a young widow who lives with a woman and her son, Mahendra, who had once refused to marry her. Their lives are thrown into disarray when there is deceit and adultery between Binodini, Mahendra, his wife and his friend.",India,7,167 min
Patalghar,2003,"Sci-Fi, Fantasy",N/A,tt0366886,Sirshendu Mukhopadhyay,Abhijit Chowdhury,"Soumitra Chatterjee, Biplab Chatterjee, Kharaj Mukherjee","The discovery of a 150-year-old diary of a scientist, where he claims to have invented a gun that can put people to sleep, begins a wild hunt of the gun involving the arms mafia, aliens and other humans.",India,7.7,141 min
Swades,2004,"Drama, Musical",Not Rated,tt0367110,M.G. Sathya,Ashutosh Gowariker,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,India,8.2,189 min
National Treasure,2004,"Action, Adventure, Mystery",PG,tt0368891,Jim Kouf,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha",A historian races to find the legendary Templar Treasure before a team of mercenaries.,United States,6.9,131 min
Anthropocene: The Human Epoch,2018,Documentary,N/A,tt8399690,Jennifer Baichwal,"Jennifer Baichwal, Edward Burtynsky, Nicholas de Pencier","Youssef Suleiman Mohammed, Alicia Vikander",Filmmakers travel to six continents and 20 countries to document the impact humans have made on the planet.,Canada,7.2,87 min
Ratatouille,2007,"Animation, Adventure, Comedy",G,tt0382932,Brad Bird,"Brad Bird, Jan Pinkava","Brad Garrett, Lou Romano, Patton Oswalt",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,United States,8.1,111 min
The Pink Panther,2006,"Adventure, Comedy, Crime",PG,tt0383216,Len Blum,Shawn Levy,"Steve Martin, Kevin Kline, Jean Reno",Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,"Czech Republic, United States",5.7,93 min
Raincoat,2004,"Drama, Romance",Not Rated,tt0405266,Rituparno Ghosh,Rituparno Ghosh,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor","All he wanted was to see her just once. Manu was from a village in the backwoods. Neeru was the girl next door, his lost love.",India,7.7,117 min
Sky Fighters,2005,"Action, Adventure, Drama",Not Rated,tt0421974,Gilles Malençon,Gérard Pirès,"Benoît Magimel, Clovis Cornillac, Géraldine Pailhas","An advanced, armed, French Mirage fighter jet is stolen during an air show in UK. 2 other fighter jets locate it. They're forced to shoot it down. Terrorists make another attempt to steal armed Mirages. Why?","France, Germany",5.7,102 min
August Rush,2007,"Drama, Music",PG,tt0426931,Nick Castle,Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers",An orphaned musical prodigy uses his gift to try to find his birth parents.,"United States, South Korea",7.4,114 min
Parineeta,2005,"Drama, Musical, Romance",Not Rated,tt0437407,Sarat Chandra Chattopadhyay,Pradeep Sarkar,"Vidya Balan, Saif Ali Khan, Sanjay Dutt",The lifelong romance between Lolita (Balan) and Shekar (Khan) is upset by the arrival of another man.,India,7.2,130 min
Kung Fu Panda,2008,"Animation, Action, Adventure",PG,tt0441773,Jonathan Aibel,"Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","United States, United Kingdom",7.6,92 min
"Carry On, Munna Bhai",2006,"Comedy, Drama, Romance",Not Rated,tt0456144,Vidhu Vinod Chopra,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan",Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,India,8,144 min
Tintorettor Jishu,2008,"Adventure, Crime, Family",N/A,tt0458178,Rajendra Choudhary,Sandip Ray,"Sabyasachi Chakrabarty, Parambrata Chattopadhyay, Bibhu Bhattacharya","Feluda, the famous Bengali detective tackles an international buyer, a corrupt arts agent, numerous henchmen and impostors in this story that revolves around a painting of Jesus by the famous Italian painter Tintoretto.",India,6.8,100 min
National Treasure: Book of Secrets,2007,"Action, Adventure, Mystery",PG,tt0465234,Marianne Wibberley,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha",Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,United States,6.5,124 min
...Yahaan,2005,"Drama, Romance, War",N/A,tt0473567,Sameer Kohli,Shoojit Sircar,"Jimmy Shergill, Minissha Lamba, Yashpal Sharma","In the disputed territory of Kashmir, a young Muslim woman meets and falls in love with a Hindu man. As a result of their love and desire for marriage, they commit the greatest sin according to those wrapped up in the Kashmiri con...",India,7.5,142 min
The Croods,2013,"Animation, Action, Adventure",PG,tt0481499,Kirk DeMicco,"Kirk DeMicco, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",United States,7.2,98 min
The Secret of Kells,2009,"Animation, Adventure, Family",Not Rated,tt0485601,Tomm Moore,"Tomm Moore, Nora Twomey","Evan McGuire, Brendan Gleeson, Mick Lally","A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","Ireland, Belgium, France",7.5,75 min
An Inconvenient Truth,2006,"Documentary, News",PG,tt0497116,Al Gore,Davis Guggenheim,"Al Gore, Billy West, George Bush","Filmmaker Davis Guggenheim follows Al Gore on the lecture circuit, as the former presidential candidate campaigns to raise public awareness of the dangers of global warming and calls for immediate action to curb its destructive ef...",United States,7.4,96 min
Honeymoon Travels Pvt. Ltd.,2007,"Comedy, Drama, Romance",Not Rated,tt0808306,Reema Kagti,Reema Kagti,"Abhay Deol, Minissha Lamba, Boman Irani","Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.",India,6.1,118 min
The Heir Apparent: Largo Winch,2008,"Action, Thriller",Not Rated,tt0808339,Julien Rappeneau,Jérôme Salle,"Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic","After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers, and stop them from taking over his financial empire.","France, Belgium, Hong Kong",6.4,108 min
Shootout at Lokhandwala,2007,"Action, Crime, History",Not Rated,tt0811066,Apoorva Lakhia,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty","An account of the gangster Mahindra Dolas and his gang, which terrorized Mumbai City, and a massive war between Mumbai Police and gangs during 16 November 1991.",India,7.1,122 min
Species: The Awakening,2007,"Action, Adventure, Horror",Not Rated,tt0844894,Dennis Feldman,Nick Lyon,"Edy Arellano, Marco Bacuzzi, Jan Bouda","When she reaches the end of her lifespan, a scientist rushes to Mexico, in order to save the half-breed alien seductress he raised as his docile niece, but soon awakens the deadly, sexual predator inside her.","United States, Mexico",4,103 min
Dhamaal,2007,"Action, Adventure, Comedy",Not Rated,tt0845448,Paritosh Painter,Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi","Four lazy slacker conmen buddies who are jobless, homeless and broke learn about the secret of a hidden treasure from a dying thief and later embark on a race against time to find the mobster's buried treasure and claim it while b...",India,7.4,136 min
